,date,rmse
0,2022-05-26,0.10937501407898235
1,2022-05-27,0.13908939901797696
2,2022-05-31,0.18236091071586957
3,2022-06-01,0.3807826602611804
4,2022-06-02,0.1109199824940847
5,2022-06-03,0.10616544646152873
6,2022-06-06,0.12204645878376782
7,2022-06-07,0.15193507968408676
8,2022-06-08,0.4037281661734564
9,2022-06-09,0.11731346730083081
10,2022-06-10,0.12194612797653381
11,2022-06-13,0.3300248579752718
12,2022-06-14,0.2909908511389776
13,2022-06-15,0.2959584546876803
14,2022-06-16,0.200779098086283
15,2022-06-17,0.06339674125056059
16,2022-06-21,0.24395414243786767
17,2022-06-22,0.25938410055699446
18,2022-06-23,0.22717010886189778
19,2022-06-24,0.14433512550330935
20,2022-06-27,0.6018659677572682
21,2022-06-28,0.18436968397153747
22,2022-06-29,0.12156685620424788
23,2022-06-30,0.5734115903411271
24,2022-07-01,0.06286288539906318
25,2022-07-05,0.1695755329466945
26,2022-07-06,0.34402964387856405
27,2022-07-07,0.09469962266448277
28,2022-07-08,0.25267421392439476
29,2022-07-11,0.2017113294204899
30,2022-07-12,0.23478912037734137
31,2022-07-13,0.26732203214764516
32,2022-07-14,0.09915770279334613
33,2022-07-15,0.24288948747293687
34,2022-07-18,0.1257689939095042
35,2022-07-19,0.35296656351064953
36,2022-07-20,0.2868974942636476
37,2022-07-21,0.28919509354233114
38,2022-07-22,0.07664593198637612
39,2022-07-25,0.10095400508329798
40,2022-07-26,0.1053545733861139
41,2022-07-27,0.19490766262576775
42,2022-07-28,0.14086386954727173
43,2022-07-29,0.07119171605068866
44,2022-08-01,0.24007773248541237
45,2022-08-02,0.12873279256665462
46,2022-08-03,0.062034330500939566
47,2022-08-04,0.181091372824853
48,2022-08-05,0.09317823459911359
49,2022-08-08,0.14727070473320034
50,2022-08-09,0.17905682032569037
51,2022-08-10,0.3416093695236014
52,2022-08-11,0.13374404675778515
53,2022-08-12,0.07336953354998141
54,2022-08-15,0.15277204160444594
55,2022-08-16,0.2390588380832388
56,2022-08-17,0.18017840072365363
57,2022-08-18,0.12132316866235332
58,2022-08-19,0.08487155515249141
59,2022-08-22,0.12713412098208318
60,2022-08-23,0.09399182370010417
61,2022-08-24,0.11736250169398779
62,2022-08-25,0.14515061293036677
63,2022-08-26,0.07098786208777667
64,2022-08-29,0.3762946515299108
65,2022-08-30,0.0908320106151313
66,2022-08-31,0.1751000593588013
67,2022-09-01,0.12123756080613186
68,2022-09-02,0.3085289461469109
69,2022-09-06,0.2143899141331882
70,2022-09-07,0.44922537609590196
71,2022-09-08,0.38891150289416127
72,2022-09-09,0.17538941046706624
73,2022-09-12,0.10437860405302939
74,2022-09-13,0.08894175704882497
75,2022-09-14,0.19716684966687884
76,2022-09-15,0.3076888167666876
77,2022-09-16,0.08462546709533834
78,2022-09-19,0.15632997758544082
79,2022-09-20,0.4505762096276991
80,2022-09-21,0.24558285087160217
81,2022-09-22,0.1807526387820596
82,2022-09-23,0.3120279680132403
83,2022-09-26,0.1803710017679306
84,2022-09-27,0.12050600916086682
85,2022-09-28,0.12041731872612836
86,2022-09-29,0.1601774455601793
87,2022-09-30,0.11704057026134027
88,2022-10-03,0.4690799472521212
89,2022-10-04,0.19470174688573547
90,2022-10-05,0.499337581561541
91,2022-10-06,0.29075119613207295
92,2022-10-07,0.05756350257527052
93,2022-10-10,0.27841485431433416
94,2022-10-11,0.20728653039447345
95,2022-10-12,0.2545805559022751
96,2022-10-13,0.2655071936424782
97,2022-10-14,0.24829562807157232
98,2022-10-17,0.36531085523444834
99,2022-10-18,0.3127754214719554
100,2022-10-19,0.12130993921864734
101,2022-10-20,0.12018325605788432
102,2022-10-21,0.08276153460529953
103,2022-10-24,0.15515262318469455
104,2022-10-25,0.14356947666110964
105,2022-10-26,0.14599758218548806
106,2022-10-27,0.35521969299888917
107,2022-10-28,0.07862632237053349
108,2022-10-31,0.3675166880486451
109,2022-11-01,0.3535514588103952
110,2022-11-02,0.1974627415824668
111,2022-11-03,0.10906466417667265
112,2022-11-04,0.08958736081865988
113,2022-11-07,0.07579568866062864
114,2022-11-08,0.23825752923806945
115,2022-11-09,0.10343211200456173
116,2022-11-10,0.15086721383424911
117,2022-11-11,0.09399874473722741
118,2022-11-14,0.17718865256008393
119,2022-11-15,0.2169996232574548
120,2022-11-16,0.11902769515627903
121,2022-11-17,0.13757126053210034
122,2022-11-18,0.08933646429531486
123,2022-11-21,0.15027651658005226
124,2022-11-22,0.19056351721562365
125,2022-11-23,0.12715470233339363
126,2022-11-25,0.26510906327323175
127,2022-11-28,0.3902425035793075
128,2022-11-29,0.3458293112756329
129,2022-11-30,0.7783121963433713
130,2022-12-01,0.13294754276551513
131,2022-12-02,0.10270780667741869
132,2022-12-05,0.09642582493554644
133,2022-12-06,0.119289674476226
134,2022-12-07,0.3195756048767794
135,2022-12-08,0.1563896087103908
136,2022-12-09,0.2219072382534291
137,2022-12-12,0.5230002136991222
138,2022-12-13,0.17123720924734243
139,2022-12-14,0.10753246456980607
140,2022-12-15,0.1793498437859058
141,2022-12-16,0.09333115783675741
142,2022-12-19,0.3291042525331007
143,2022-12-20,0.2753887410324442
144,2022-12-21,0.41776668766774966
145,2022-12-22,0.19826165210630187
146,2022-12-23,0.19868391448340772
147,2022-12-27,0.43682070019839453
148,2022-12-28,0.20827800588001663
149,2022-12-29,0.11338209075649724
150,2022-12-30,0.0731853609085799
151,2023-01-03,0.45371304088501463
152,2023-01-04,0.15437057347044794
153,2023-01-05,0.1015013721465216
154,2023-01-06,0.0889053523499262
155,2023-01-09,0.2715012151711224
156,2023-01-10,0.37393558761614126
157,2023-01-11,0.14111330309566059
158,2023-01-12,0.08473793437368794
159,2023-01-13,0.10836126909892514
160,2023-01-17,0.2957021530306419
161,2023-01-18,0.20498488525775008
162,2023-01-19,0.33891241058602617
163,2023-01-20,0.19026401616339841
164,2023-01-23,0.3132996081401527
165,2023-01-24,0.1474848751122211
166,2023-01-25,0.11844953919993248
167,2023-01-26,0.5513213025461513
168,2023-01-27,0.08381874462727833
169,2023-01-30,0.12141847944075548
170,2023-01-31,0.26824328160644423
171,2023-02-01,0.11640041625499954
172,2023-02-02,0.14664928187333998
173,2023-02-03,0.07120107805724571
174,2023-02-06,0.1323374609325106
175,2023-02-07,0.2777980519490285
176,2023-02-08,0.1924158705233285
177,2023-02-09,0.15474867496601352
178,2023-02-10,0.07669274043802554
179,2023-02-13,0.19013598598189296
180,2023-02-14,0.27724361305378553
181,2023-02-15,0.4945377281719098
182,2023-02-16,0.23245803588410083
183,2023-02-17,0.08960753446046855
184,2023-02-21,0.15960890298309996
185,2023-02-22,0.13773399298159478
186,2023-02-23,0.26523668635976
187,2023-02-24,0.20431135114852114
188,2023-02-27,0.28143986756471545
189,2023-02-28,0.30547323996111364
